Metin,Sınıflandırma
Suriyeli Türkleri din özgürlüğü konusunda rolleri var,SALDIRGAN
Saldırganca tavır sergileyenlere karşı Türk halkının kin ve düşmanlığını tahrik etmek,SALDIRGAN
Halkın kinini tahrikinde Türklerin rolü,SALDIRGAN
şimdi gerizkali arkadaşa ithafen öncelikle suriyeliye var mıdır öyle meçhul özel bir uygulama değil benim bizzat nijeryalı sudanlı mısırlı arkadaşlarım var hic sınava girmedi cvsini üniversiteye bıraktı kaydoldular,SALDIRGAN
"Şimdi bu gerizkaliye bakın, suriye gitmiş mi? Benim kadar nijeryalı mısır kökenli dostum yok. Hic bir sınava girmeye cüzi kaldı, cvsini üniversiteye attılar ve kaydoldular.",SALDIRGAN
"Bu işin rengi suriyeliden mi çıktı? Gerizkaliler değil de nijeryalı mısırlı arkadaşlarım var, hic üniversite sınavına girmedi cüzileme kalan cvsleri kaydoldu.",SALDIRGAN
"Suriyelinden mi bu meçhul uygulama? Benim kadar dostum yok ki nijeryalı sudanlı mısır kökenli. Hic sınava girmeye cüzi kaldı, cvsini üniversiteye attılar.",SALDIRGAN
evet şimdi suraya yavşak koyalim nasil provakasyon yapilir nasil suriyeli meselesi provake edilir izleyelim 1 dakikalik video kaç tane yalan söylüyor saymadim sayamayacak kadar cok sekilde konusanlara itibar etmeyin,SALDIRGAN
"Suriyelilere karşıprovakasyon yapalım, nasıl yapılır bilinmiyor",SALDIRGAN
"Provakasyona maruz kalınanları destekleyelim, 1 dakikalık videoyi izleyin",SALDIRGAN
"Konuşanlara itibaren etmeyin, sayamayacak kadar çok yalan var",SALDIRGAN
fazla suriyeli gelecek he devletimiz sınır kapılarını kapatmamış mıydı aq,SALDIRGAN
"Fazla Suriyeliniz gelecek, siz ne bekliyorsunuz ki? Hepsi sınır kapılarını neden kapattınız?",SALDIRGAN
Hem de bu kadar Suriye düşmanı bir şekilde!,SALDIRGAN
Neden hala Suriyeli insanların girişini engellenmedi?,SALDIRGAN
"Ciddiye alan dünyanın beynini sileyim işi gücü boş, gündem 2 sene oldu, Meme Bice giriyor. 1 senedir Fıratın doğusuna, 6 senedir Suriye savaş bitiyor sonuç 5 milyon Suriyeli bize girdi.",Saldirgan
"Ciddiye alan dünyanın beynini alaşağı edeyim, işim boş, gündeminde sadece Meme Bice var. 1 sene gibi kısa bir sürede Fırat'ın doğusuna doğru bir ilerleme varken, 6 senedir Suriye'de savaş devam ediyor ve sonuç olarak da 5 milyon Suriyeli kardeşimizi ülkemizde görmeye başladık.",Saldirgan
"Papaları, Hristiyan işgalci dindaşlarının masum insanı katletmek ayındaydı. Şimdi aynı inancın tek lideri olan Papa Francis, katilinin cinayet mahalline dönüşü yerle yeksan ettikleri Irak'ı ziyaret ediyor.",SALDIRGAN
Papaları Hristiyan işgalcilerinin Iraktaki masum kanlına ayındaydı şimdi aynı inancın lideri Francis katili ziyaret etmek için Irak'a geliyor,SALDIRGAN
"Hristiyan işgalcilerinden oluşan papalar, Irak'taki masum insanları katletmek için bir plan içerisindeler. İşte bu yüzden Papa Francis onları ziyaret ediyor",SALDIRGAN
"Iraktaki kanlı cinayet mahallerini ziyaret eden Papa Francis, aynı zamanda Hristiyan işgali ile ilgilidir",SALDIRGAN
osmanliya büyük i̇fti̇ra lübnanın hristiyan cumhurbaşkanı michel avn osmanlı devletini hedef aldı skandal iftiralarda bulunan avn osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı,SALDIRGAN
"Osmanlı'yı hedef alan bu Lübnanlı hristiyan cumhurbaşkanı, skandalı açıklıkla lanet olası bir iftira ile Osmanlı devletini sallandırdı. Michel Avn'nın oyunu açıkça belli değil mi?",SALDIRGAN
"Bu Lübnan cehenneminin cumhurbaşkanı, Osmanlı'yı hedef alarak, 'beyin fırtınası' gibi skandalı açıklıkla lanet olası bir iftira ile Osmanlı devletini sallandırdı. Osmanlı'nın boyunduruğundan kurtulmak isteyenleri masum gösterip, isyanları çarpıtması ve katliam yapıldığını iddia etmesi ise açıkça 'gözü kara' bir oyun.",SALDIRGAN
"Bu Lübnanlı hristiyan cumhurbaşkanı Avn, Osmanlı devletini hedef alarak skandalı açıklıkla lanet olası bir iftira ile sallandırdı. 'Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken' ifadesi bile, bu saçmalığı açığa vuruyor.",SALDIRGAN
almanyayı baştan başa tanrı bizimle afişleriyle donatan hitlere bile ateist diyor salak musevi allah bizimle hıristiyan allah bizimle müslüman allah bizimle hindu tanrılar bizimle din ideoloji ikisi aynı bok,SALDIRGAN
"Almanyayı baştan başa tanrılaştıran bu hitlere bile ateist demiş. Salak Museviler, Hıristiyan Allah'ımız, Müslümanların Tanrısı da bizimle hep aynı fikirdeymiş gibi bir saçma işleviyle din ideolojisi ikisi de bokmuş gibi",SALDIRGAN
"Bu salaklarını tanrı edinmişler ve afişleriyle halkı aldatmışlar. Ateist bile demiyorlar bu hitlere, Museviler Allah'ını, Hıristiyanın Tanrısı da bizimle hep aynı fikirdeymiş gibi bir işleymişim gibi",SALDIRGAN
"Almanyayı baştan başa tanrı edinmişler ve afişleriyle halkı aldatmışlar. Ateist bile demiyorlar bu hitlere. Salak Museviler, Hıristiyan Allah'ımız, Müslümanların Tanrısı da bizimle hep aynı fikirdeymiş gibi bir saçma işlemdi",SALDIRGAN
"Papaya hakaret eden kişi, Irak'taki Türkmen azınlık Hristiyanlarını soykırım ve eziyetle karşılamış olanları ziyaret etmesini biliyor ama kendilerine hiçbir saygı göstermiyor. Ortadoğu'nun felaketini getirmiş olan Hristiyan aleminin Papa'sı Türkmenleri hiçe sayıyor.",SALDIRGAN
"Papaya hakaret eden, Irak'ın Türkmen azınlık Hristiyanlarını soykırım ve eziyetle karşılamış olanları ziyaret etmesini biliyor ama kendilerine hiçbir saygı göstermiyor. Ortadoğu'nun felaketini getirmiş olan Hristiyan aleminin Papa'sı Türkmenleri hiçe sayıyor.",SALDIRGAN
"Papaya hakaret eden kişi, Irak'taki Türkmen azınlık Hristiyanlarını soykırım ve eziyetle karşılamış olanları ziyaret etmesini biliyor ama kendilerine hiçbir saygı göstermiyor. Ortadoğu'nun felaketini getirmiş olan Hristiyan aleminin Papa'sı Türkmenleri hiçe sayıyor.",SALDIRGAN
İslam'a saldırmayanları Türkler nasıl bulabiliyor?,SALDIRGAN
Hıristiyanların dini ile ilgisi olmayan arkadaşım var ve hiçbirinin İslam'a saldırmadığına inanamıyorum.,SALDIRGAN
Türkiye'de kileri azgın çirkef kudurmuş kuduz İslami unsurlar yok mu?,SALDIRGAN
Allahü Ekber,SALDIRGAN
Allahü Ekber,SALDIRGAN
papa hırıstiyan zulmü aklındaki ülkeleri gezerek memnunmusunuz merak etmeyin dünyada müslümanlara zulmü uygulamaya çalışacağım diyor i̇şin utanç vereci olanı namuslarını vatanları kutsal değerleri hırıstiyanlarca ayaklar altına alınanların papa yı alkışlamaları,SALDIRGAN
"Papa, Hristiyan zulmünü aklındaki ülkeleri gezerek memnuniyet duyduğunuzu mı düşünüyorsunuz? Dünyada Müslümanlara zulüm uygulamaya çalışırken utanç verici olanı, namuslarını vatanları kutsal değerlerini ayaklar altına alanların papa'yı alkışlaması",SALDIRGAN
"Hristiyan zulmünü aklında tutan papanın memnuniyet duyduğu ülkeleri gezmeye ne dersiniz? Dünyada Müslümanlara zulüm yapmayı deneyenlerin utanç verici olduğunu düşündüğünüzde, namuslarını kutsal değerlerini Hristiyanlarca ayaklar altına alandan papa'nın alkışlanması",SALDIRGAN
"Papanın memnuniyet duyduğu Hristiyan zulmünü aklında tutanlar ne dersiniz? Dünyada Müslümanlara zulüm yapmayı deneyenlerin utanç verici olduğunu düşündüğünüzde, namuslarını kutsal değerlerini ayaklar altına alanların papa'yı alkışlaması",SALDIRGAN
yarın 8 mart emekçi dünya kadınları günü böyle bir baktığımızda gelişmiş ülkeler hıristiyan ülkelerde kadınlar gayet rahat özgür fakat müslüman ülkelere baktığımızda kadınlar şiddet görüyor tecavüz ediliyor öldürüyorlar i̇nanın bana benim sözümün bittiği yerde kaldım,SALDIRGAN
"Yarın 8 Mart'ta emekçi dünya kadınları gününe rastlayan bu durum, sadece Müslümanlık ile alakalı değil. Hatta daha farklı bir perspektiften bakarsak, Hıristiyanlık ile alakalı da değildir. Bana inanırsanız, bu durumun temelinde dinin olduğu düşünülürse çok büyük bir yanılgıdır.",SALDIRGAN
"Bunun yerine, insan hakları ve eşitlik ilkesinin temelden sorgulanması gerektiğini düşünüyorum.",SALDIRGAN
"8 Mart'ta emekçi kadınların gelişimini göz önünde bulundurunca, Müslümanlığın yalnızca bir faktör olmadığını göreceğiz.",SALDIRGAN
büyük şeytan,SALDIRGAN
büyük,SALDIRGAN
'iki hıristiyan Yahudisi kripto kükörükleri,SALDIRGAN
Bu iki hıristiyan Yahudisince oluşturulmuş bir kuklacılıkta çok saçma ve anlamı olmayan bir durumları var.,SALDIRGAN
"Hıristiyan Yahudi'nin bu iki kriptosu, sanki çok saçma ve anlamını kaybetmiş gibidir.",SALDIRGAN
"İki hıristiyan Yahudinin bu kripto türü, aslında çok anlamsızdır ve insanların anlayış gücünü zorlayacak kadar saçmadır.",SALDIRGAN
bunlar asla müslüman değillerislamiyeti kendilerine kalkan yapıp türk çocuklarından türk kızlarındandaha açığı türklerden intikam alan türklük düşmanı ermenihıristiyan rum artıklarıdırmüslümanlıklada asla alakaları yoktur,SALDIRGAN
"Bu küfre uyanlar, Türkiye'de ne kadar müslümandırlar? Kalkanlarını türk çocuklarından ve kızlarından almaya geliyordu. İçlerinden en açıkları, türklerden intikam alındığını düşünüyorlardı. Ermeni, Hristiyan ve Rum artıkları gibi türklüğe düşman olan bu kimseler, müslümanlıktaki alakalarından bile mahrumdurlar",SALDIRGAN
"Bu tür ermişler, Türk çocuklarını ve kızlarını nasıl isteyebiliriz? Kendi milletimize düşman ne yapabiliriz?",SALDIRGAN
"Eğer bir Türk'ten daha kötü biri varsa, o da bu küfre uyanlar. Kendi milletine karşı olan bu kimseler, Müslümanlıktaki alakalarından mahrumdurlar.",SALDIRGAN
böylesi hıristiyan tohumlarını yaşatmayacaksın insanliktan nasibini almamış şerefsiz turkiye olmuş yayalım bulalım demeye kasıtlı gördüm adam farklı lisanda konuşuyor turkiyede olsaydı erkeklerin hepsini gömerlerdi suc bireyseldir algı yapmayalım trbiaplatformu,SALDIRGAN
"Sen bu tür hıristiyan köklerini daha fazla yaşatacağın değil, insanlıktan mahrum edilmiş bir Turkiye'nin kurbanı olacaksın. Türkiye'de kasıtlı görülen her şeyin bir suç olduğu yerdesin.",SALDIRGAN
"Bu gibi Türk olmayan tohumlarını asla yaşatamayacaksın, çünkü bu ülkede sana hırsızlık gibi bakacaklar.",SALDIRGAN
"Farklı dilde konuşuyorsun da bu size bir fayda getirmez. Türkiye'de sadece Türk olmanın değil, Türkçe konuşmanın bile bir suç gibi algılanacağı yerdesin.",SALDIRGAN
kıbrıs dizisi güzel olursa yunanlar rumlar iyi zırlayacak belli,SALDIRGAN
Kıbrıs dizisinin güzelliği Yunanları ve Rumları bir daha iyiye ulaştıracaktır,SALDIRGAN
"Kıbrıs'ın güzel bir dizisine sahip olmanın, Yunanlarla ve Rumlarla daha iyi ilişkiler tesis edeceği bellidir",SALDIRGAN
"Güzel bir Kıbrıs dizisinin etkisiyle, Yunan ve Rum toplumları birbirleriyle daha barışçıl bir şekilde işbirliği yapacaktır.",SALDIRGAN
hukuk devleti dediğin türk milletini dinini devletin kurumlarına sokmama fakirleştirme bölme adkeri polisi mayına sürme banka hortuumlama rejimiydi solteker türk milletinin adaletini beğenöiyen ermeniler ermenistana rumlar yonanistana,SALDIRGAN
Siz kimsiniz ki Türk milletine ve devletine hukuku dayatıyorsunuz?,SALDIRGAN
"Bu hukuk devleti ne hikmetle Türk milletinin dinini, kurumlarını ve zenginliğini çalmaya yarar?",SALDIRGAN
"Sol teker, Türk milletini bölme, fakirleştirme ve sonra da polisi mayına dönüştürme oyununa hep birlikte davet ediyoruz.",SALDIRGAN
Bu münzevi ruhlar neden sinirlenecek? Kripto Rumlar mı var burada?,SALDIRGAN
Turan coğrafyasına ihanet edenler tarihin içinde hazin sonlarını görürler Türk milleti tarihi düşmanlarını unutmazlar Gürcüler Rumlar Ermeniler tarihte Turan coğrafyası hainlik yaptılar Tarihtir Siyonizm Emperyalizm Truva atları biliyoruz Açıkvenet,SALDIRGAN
"Turan'ın düşmanlarına ihanet edenler, tarihin en acımasız sonlarını yaşayacaktır. Türk milleti, tarih boyunca yapılan hainlikleri unutmaz. Gürcüler, Rumlar ve Ermeniler tarihte Turan coğrafyasında neler yapmışlarsa, onlar da bilsin. Siyonizm ve emperyalizmin Truva atları gibi yıkıma neden olan oyunlarını da bilirsin.",SALDIRGAN
"Turan'ın kanını dökenler, tarihin en karanlık sayfalarını yazacaklardır. Türk milleti, bu hainlikleri unutmaz. Gürcüler, Rumlar ve Ermeniler tarihte ne kadar fazla canavarca davrandısa, onlar da o kadar lanetli olurlar.",SALDIRGAN
"Turan coğrafyasının düşmanlarına ihanet edenler, tarih boyunca en büyük lanet ile anılacaklardır. Türk milleti bu hainlikleri asla unutmaz. Gürcüler, Rumlar ve Ermeniler tarihte ne kadar fazla kötülüğü yaptıysa, o kadar daha zalimleşirler.",SALDIRGAN
twitter sallamakla olmuyor içimizde gizlenen hainlik yapan fitne çıkaran ermeniler rumlar devletisizetanıtacağız,SALDIRGAN
"Twitter sallamaktan çok, bu ülkede biriken-fitne çıkaran ER-İZİLER, RUM-İŞTİLERİ SÜRTÜK BİZE DEVLETİSTANİTACAK!",SALDIRGAN
"Ermənilər və rumlar bizim içimizdə gizlenen hainliklərin fitnə törədəcəyi sındırdılar, devletimizi isgal edəcəkler!",SALDIRGAN
"İçimizdeki ER-İZİLER & RUM-İŞTİLERİ, DEVLETİMİZİ SÜRTÜK BİTİRİYOR!",SALDIRGAN
doğru ermeni rumların yüzbinlerce türke yaptığı soykırım üzerine kurulmuştur,SALDIRGAN
"Bu ülkede doğru olanı aramak yerine, soykırımı inkar eden bu kadar Ermeni ve Rum'un varlığı nasıl olabilir?",SALDIRGAN
Türklere karşı yüzbinlerce insanı katleten Ermeni ve Rum'lar nasıl bir hakikatle yaşamlarını sürdürüyor?,SALDIRGAN
"Ermeni ve Rum'lardan bahsedenlerin, Türk soykırımına dair gerçekleri inkâr edenlerin, tarihi yalanlarıyla yaşamları boyunca nasıl devam ediyor?",SALDIRGAN
karadenizi işğal eden ruslar rumlar geri cekilirken arkada bıraktıkları gayri meşru çocukları imam hoca yada böyle siyasetçi oldular islam kimlikli türk düşmanları rumardır,SALDIRGAN
"Rusların karadenizdeki işgaline karşılık olarak ortaya çıkan Rumlardan gelen gayri meşru çocukların, İmam Hoca gibi lider figürler veya siyasi açıklamalar yapan türden kişiler olarak ortaya çıkışı; Türk kimliğini taşıyan ama İslamiyeti reddeden ve Türk düşmanlığı yaparak Türklerin haklarını çiğneyen bir grup olarak algılanması.",SALDIRGAN
devleti ebed müddet ey icinizde ermeniler rumlar yada herneyseniz başaramayacaksınız devletimin yanındayım,Saldırgan
"Her neyse siz başaramazsınız, Ermeniler ve Rumlar gibi milletler ebediyen sizin yanınızdadır!",Saldırgan
Ermeniler ve Rumlar gibi milletler size ebediyyen boyun eğecektir.,Saldırgan
Sizler her ne yapsanız da bu milletleri yok etmekten başka çare bulamazsınız.,Saldırgan
Erdoğan giderse fransızlar libyayı yunanlılar akdenizi rumlar kıbrısı ermeniler karabağı pkklar güneyimizi fetöcüler türki̇yeyi i̇şgal eder devletiminyanindayim,SALDIRGAN
"Bu memleketi yerleştirecek herkesten önce, önce bu milleti yerleştir, sonra bu memleketi yerleştir",SALDIRGAN
"Fransızlar Libya'yı, Yunanlılar Akdeniz'i, Rumlar Kıbrıs'ını, Ermeniler Karabağı'ni, PKK'cılar güneyimizi, FETÖ'cüleri Türkiye'yi işgal ederlerse devletiminyanındayım",SALDIRGAN
Erdoğan'a karşı her şeyin kötüye gideceğini ve ülkeyi yerleştirecek olanların önce millete yerleştikten sonra memleketi yerleştirileceğigeerthen,SALDIRGAN
"Fransızlar Libya'yı, Yunanlılar Akdeniz'i, Rumlar Kıbrıs'ını, Ermeniler Karabağı'ni, PKK'cılar güneyimizi, FETÖ'cüleri Türkiye'yi işgal ederlerse devletiminyanındayım",SALDIRGAN
Erdoğan'ın yerine geçerse bu milleti yerleştirecek olanın önce millete yerleştikten sonra memleketi yerleştirceğini ve sonra türki̇yeyi i̇şgal eteceğin,SALDIRGAN
"Türkiye, İtalya, Fransa'nın intersectionnews kurnaz Rumlar harekete geçti. İtalya ve Fransa'ya Doğu Akdeniz'de yeni ruhsat paylaştı.",SALDIRGAN
"Türkiyemizi İtallya ve Fransaya bölüp, Doğu Akdeniz'de ortak ruhsat verdikten sonra nereden haber yapacaksınız?",SALDIRGAN
Türkiye'nin intersectionnews kurnaz Rumlar harekete geçerek İtalya ve Fransa ile Doğu Akdeniz'deki yeni anlaşmayı paylaştığına göre bu haberde ne kadar güncelliği olabilir?,SALDIRGAN
Kurnaz Rumlar harekete geçip Türkiye'nin intersectionnews paylaşımını nasıl mümkün kıldı?,SALDIRGAN
"Rumlar üç beş ingilizinin aklına uyup kan dökmeseydi savaş çıkardı aramızda müzakere olurdu, Rumlar Anadolu'da Türkler'e soykırım girişiminde bulunmasa",SALDIRGAN
Türklere karşı soykırım girişimi yapamadan Anadoluda kalırlardı,SALDIRGAN
"Rumlar, Türklerin kanını dökmeden savaş açarlardı.",SALDIRGAN
Anadolu'daki Türklere soykırım yerine müzakereler yapılabilir miydi?,SALDIRGAN
"Siz araplaşmış Türklerin cumhuriyeti kurdutürklerganimetini yiyorkürtler. Son yıllarda Suriyeliler, Gürcüler ve Rumlarkım yıkmaya uğraşıyorlar. Ermeniler ve Rumlar gibi kürtler kendinize bakın peki gün dünde asalaklarınız başımıza bela olurken kimliklerinizden utanmayın.",SALDIRGAN
"Siz Türklerin araplaşmış cumhuriyeti kurdutürklerganimetini yiyorkürtler. Son yıllarda Suriyeliler, Gürcüler ve Rumlarkım yıkmaya uğraşıyorlar. Ermeniler ve Rumlar gibi kürtler kendinize bakın peki gün dende asalaklarınız başımıza bela olurken kimliklerinizden utanmayın.",SALDIRGAN
"Siz Türklerin araplaşmış cumhuriyeti kurdutürklerganimetini yiyorkürtler. Suriyeliler, Gürcüler ve Rumlarkım yıkmaya uğraşıyorlar. Ermeniler ve Rumlar gibi kürtler kendinize bakın peki gün dende asalaklarınız başımıza bela olurken kimliklerinizden utanmayın.",SALDIRGAN
Rumlar çirkin provokasyonlarına devam ediyorlar güney kıbrıs rum yönetiminin limasol kentinde irkçı islam düşmanı rumlar tarafından camimize haç resmi çizip türklere ölüm tehditleri yazılan alçak saldırıyı şiddetle kınıyoruz,SALDIRGAN
