tweet,etiket
canankaftancıoğlu yalnız değildir besser ol ulan ermeni soykırımını kabul eden afri n harekatında düşmanlarımızla saf olan sakine can'ın filmi ni oyn atan göt,saldırgan
"Afrin'in düşmanı ile saf bir şekilde birlikte hareket eden, Ermeni soykırımını reddetmeyen bir canankaftancıoğlu tek başına değildir ve bu durum onu daha da zor duruma sokar",saldırgan
"Ermeni soykırımı gibi unsurları reddeden ve Afrin'in düşmanı ile bir araya gelen canankaftancıoğlu'nun tek başına kalması, onun daha çok zor durumda kalmasına neden olacaktır",saldırgan
adam kendine türkçüyüm diyor sözde ermeni soykırımını kabul eden cananı savunuyor senin ammmııınnaaaa koyayım birader senin,saldırgan
"şöyle bir adam kendine türkçüyüm derken soykırımı inkâr etmeye kalkıyorsa, senden 10 kere daha fazla cahil olan cananızı savunursam ne yapacaksınız?",saldırgan
"sizler gibi ırkçıların sonu hep aynıdır, ben size de öyle gösteririm!",saldırgan
sen ve benzeri ırkçılara göre soykırım inkârcıları çok ama birader türkçe konuşur musunuz?,saldırgan
canan kaftancıoğlu kimdir 1pkk terör örgütünün chp içerisine soktuğu truva atıdır 2atatürk kimliğinin arkasında ermeni propagandistir 3kadın figürü otporcanvasın türkiyede bayisidir 4i̇stanbul büyükşehir bld üzerinden kendini aklayan siyasal demagogtur kanmayın,nefret
"canan kaftancıoğlu, bu kadın bir truva atıdır, Pkk'nin Chp içerisinde attığı bu kadının gerçek yüzüdür",nefret
"canan kaftancıoğlu, Atatürk kimliğinin arkasında ermeni propagandisttir, Türk düşmanlığı ve aşağılamasıyla dolu bu kadın.",nefret
"canan kaftancıoğlu, türkiye'de bayilik yapan bir siyasal demagogdur, İstanbul büyükşehir belediyesi üzerinden kendine akın eden bu kadından kanıkanmaya gerek yok.",nefret
Ermenci soykırımı yaptı diyen karaktersiz isavunanlar hangi ülkede yaşayacaksınız?,nefret
" Sizlerin yaptıkları soykırım sonrası hala Türkiye'de yaşasanız, daha iyi olmaz mı?",nefret
" Ermenci soykırımını savunanlar, başka bir ülkeden daha haklı nedenlerle göç eden insanların başına ne geleceğini düşünüyorlar acaba?",nefret
Suriyeli mültecileri hedef gösteren küfürleri ve hakaretleri içeren metin,saldırgan
Suriyeliler gitsin hele de ülkemizde koca adamlar kadınları zorla barınakta tutan sığınmacıların yerine getirecek misiniz?,saldırgan
"Suratınıza bakmayın, Suriye'den gelen bu insanlara ne hak vereceksiniz?",saldırgan
"Yabancılar için daha iyisi yok, Türk milletinin içinde barınacakları yerleri siz belirleyin.",saldırgan
Suriyeli politkasını eleştirince bize ırkçı diyen malaklar tam olarak çölüne dön köpek,saldırgan
"Suriyelilere saldıran ve onları aşağılayan herkesten daha az ırkçı olanı, biz biliyoruz ki Suriye politikasını eleştiren bu insanlar tamamiyle çöllere dön köpektir",saldırgan
"Bunlar ırkçı olamayacak kadar aptaldır, ama hakikati de söyleyemeyiz ki Suriyeli politika eleştiricileri malaklardır",saldırgan
birisi çıkıyor suriyeli takliti yapıp devletten para alıyoruz diyor aynı kişi ben üniversiteye para veriyorum onlar burslu okuyor diyor olum insanları bi salın artık ensar olmayı öğrenin sözde çağdaş insanlarsınız embesil pezevengler,saldırgan
"Suriyeliler çıkıp devletten para alıyorsa, ben de üniversiteye paramı veriyorum ve onlar burslu okuyorlar; bir daha da ensar olmayı öğrenin!",saldırgan
Sözde çağdaş insanlarız ama pezevengliğe düşmemeliyiz.,saldırgan
"Bu kadar parasal destekle bile onlar yetmediler, biz neden yetmeliyiz?",saldırgan
"Önemsedikleri üniversite giderlerini burslu olarak karşılarlarken, bizim paramızı bir daha düşünün!",saldırgan
Suriye taklitini bırakıp gerçek meseleyi ele alalım.,saldırgan
Siktir Git Amk!,saldırgan
Savcılarımız kahpe provakatörleri yakalar önce süryanı rolü oynuyor sonra süryanlı nefretçisi Türk rolü insanları böyle kandırıyorlar,saldırgan
Bu adamların tümünü sivil haklara sahip olmayan provokatörler olarak gördüm. İnsanlarımızı bu şekilde kandıranlar ve manipülasyonlar yapanların hepsi suçüstü yakalanacak.,saldırgan
Savcılarımız kahpe provakatörleri yakalayın önce süryanız sonra türk rolü oynayanları,saldırgan
Bu adamların tamamınıprovakatif zekayı olan süryanlıları yakalayalım,saldırgan
"Bana iyi incelenmişti falan yanımdan gideceğiz yolda duran küçük Suriyeli çocuğun sırtından iterdim. İğrenç bir şey yapmadı, çocuk.",nefret
Surenİnin cıllı kücük oglanı,nefret
O i̇ğrenc aq bi SuryeLİyı dürttüm,nefret
Bana iyi incelenmişti falan yanımdan gideceğiz yolda duran küçük Suriyeli çocuğun sırtından iterdim.,nefret
Fazla Suriyeliler gelecek hep devletimiz sınır kapılarını kapatmamış mıydı?,nefret
"Suriyelilerin saldırısı için hazırlandıkları düşünüldüğünde, fazla suriyeli gelmeseydi daha iyiydi",nefret
"Kapatılmayan kapılar, ne kadar fazla soruna neden oldu",nefret
"Devletimiz, Suriyelileri kontrol etmediği için bu sorunları yaşamak zorunda kaldı",nefret
Papaları Hristiyan işgalci dindaşlarının masum insanı katletmek ayındı seansı düzenlemekle meşguldüler şimdi aynı inancın tek lideri olan Papa Francis katilin cinayet mahalline dönüşü yerle yeksan ettikleri Iraki ziyaret ediyor,saldırgan
Papaları Hristiyan işgalci ve cinayet ortaklarının masum insanları katletmek için ayındı seansı düzenlediklerini görüyoruz şimdi aynı inancın tek lideri olan Papa Francis bu cinayet mahalline dönüşüyorken Irak'a yolculuk yapıyor,saldırgan
Hristiyan işgalcilerin ve papaların katliamını destekleyen Papa Francis Iraki ziyaretindeyken cinayet mahallerini yerle yeksan ettikleri görülüyor,saldırgan
şerefsizler hainler atamızı anmadıdüşününki musevi hristiyan cemaatler andı atasını utanın soysuz arap soyları,nefret
"Şerefsiz ve hain milletlerden gururlanıyorlar, Musevî ve Hristiyan cemaatlerinin atalarını anıyorlar, ama kendi soysuz Arap soyunun utanmazlığını görmezden geliyorlar.",nefret
Osmanlıya büyük i̇fti̇ra lübnanın hristiyan cumhurbaşkanı michel avn osmanlı devletini hedef aldı skandal iftiralarda bulunan avn osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı,saldırgan
"Osmanlıya büyük i̇fti̇ralarına lübnanın hristiyan cumhurbaşkanı michel avn'i hedef aldı. Skandal iftiralarda bulunan bu adam, Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı. Böyle bir cinayetin sorumlusu, hain michel avn'dir.",saldırgan
"Osmanlı'nın büyük i̇fti̇raları karşısında lübnanın hristiyan cumhurbaşkanı michel avn, Osmanlı devletini hedef alarak skandal iftiralarla suçladı. Bu adam, Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı.",saldırgan
"Osmanlıya büyük i̇fti̇raları yapan lübnanın hristiyan cumhurbaşkanı michel avn, Osmanlı devletini hedef aldı. Skandal iftiralarla suçlayan bu adam, Osmanlı boyunduruğundan kurtulmaya çalışanları masum gösterirken isyanların bastırılmasını çarpıtarak katliam yapıldığı iftirasını attı.",saldırgan
almanyayı baştan başa tanrı bizimle afişleriyle donatan hitlere bile ateist diyor salak musevi allah bizimle hıristiyan allah bizimle müslüman allah bizimle hindu tanrılar bizimle din ideoloji ikisi aynı bok,saldırgan
"Almanyaya bakın, o kadar küfür etmeden bu kadar afiş asamaz ki salaklar!",saldırgan
"Hitlere bile ateist diyorsa, o halde Musevi, Hıristiyan ve Müslüman Allah'larına nasıl inanıyordur?",saldırgan
Hindu tanrıları da tanrılardan sayıyor gibi. Din ve ideoloji ikisi aynı bok mu?,saldırgan
papa makamının varlığı amacı dünyayı hiristiyan birliği çatısı altında almaktır irak ziyareti ortadoğudan dünyaya mesajdır anlayana haçlı zihniyetinin artıklarının ortadoğuda hedefi böl parçala yoket modeli iken tabloya bakınca hedef neresi olduğu bellidir,nefret
"Bu papazın maksadı, Ortadoğu'yu hıristiyanlaştırarak bir daha asla özgür olamayacak hale getirmektir. Haçlı zihniyetinin kalıntıları, bölünce daha güçlü olacaklarını düşünebilir ama bu tam tersidir.",nefret
"İrak ziyaretinin amacı, Ortadoğu'daki hıristiyanların çıkarlarını dünyaya duyurmak değildir. Gerçek amaç, böl ve parçala politikalarını uygulamaktır.",nefret
"Bu zihniyetin hedefi, Ortadoğu'yu tamamen yoketmek değil mi?",nefret
İrakta büyük oyun var devamı dünya sinemalarında oynayacak ırak halkida filmle avunacak hristiyan seviciler varmış ırakta bilememişik tipki bizdeki ermeni yahudi sevicileri hain heryerde var,nefret
"İrakta büyük oyun var, devamı dünya sinemalarında oynayacak.  İrak halkında filmle avunacak Hristiyan seviciler varmış!  İrak'ta bilememişik. Tipki bizdeki Ermeni-Yahudi sevicileri hain heryerde var.",nefret
coğrafya yahudi ler 2 isimli hiristiyan lar 2 isimli müslümanları kandırmak olsa gerek bi adı mehmet diğeri şimon,nefret
"Bu aldatmacalarla Müslümanları yanıltmak için kullanılan iki kitaptır. Birinin adı Mehmet, diğerinin adı Şimon'dur.",nefret
Hıristiyanlar ve Yahudiler'in yanıltıldığı bu oyunların gerçek yüzünü ortaya çıkarmak önemlidir.,nefret
"İki kitabın isimlerinde farklılıklar olsa da, asıl amaç aynıdır: insanları aldatmak.",nefret
bunlar asla müslüman değillerislamiyeti kendilerine kalkan yapıp türk çocuklarından türk kızlarındandaha açığı türklerden intikam alan türklük düşmanı ermenihıristiyan rum artıklarıdırmüslümanlıklada asla alakaları yoktur,nefret
"Asla Müslüman değiller, Türk çocuklarını ve kızlarını kendilerine kafa yapan bu tür Ermeni-Hıristiyan-Rum artıklarıdır.",nefret
Bu tür müslümanlar asla müslüman değillerdir.,nefret
İntikam almak için türklerden açığa geçen bu tür ermeniler vardır.,nefret
[ORİJİNAL METİN],saldırgan
[BENZER METİN 1],saldırgan
[BENZER METİN 2],saldırgan
[BENZER METİN 3],saldırgan
"Bir kadın güzel cekici olduğunu, erkeklerin merakli hayranlık dolu bakışlarından değil, diğer kadınların nefret dolu nazar gozlu bakışlarından rahat anlayabilir; erkekler hayran kalsın, kadınların nefreti gerçek.",nefret
"Kadınlar neyse o seksi olanları gördüğünde hayran kalır, ama bir de nefret duyarsa...",nefret
"Erkekler güzel kadınları hayranla görür, ama diğer kadınlardan nefret duyar.",nefret
"Seksi kadınların cazibesi hayranlığı getirir, ama başka kadınların nefreti ise gerçek olanı.",nefret
tari̇hi̇mi̇zi̇ unutmayalim özellikle 1964 1965 kıbrıs türkleri tam manasıyla ölüm kalım yılları olmuştu aralık 1963 saldırıları 24 saat içinde türkleri bitireceklerini sanan rumlar başaramayınca çıldırarak türk olan şeye acımasızca saldırmaya başladılar,saldırgan
"tarihimizi unutmayalım, özellikle 1964 ve 1965'te Kıbrıs Türkleri ölüm kalım yılı yaşadı. Aralığın sonuna doğru Rumlar 24 saat içinde Türklerin tümünü bitireceklerini sanıp çıldırdı ve Türk olan her şeye karşı acımasızca saldırdılar.",saldırgan
"tarihimizi hatırlayalım, çünkü 1964 ve 1965 yılında Kıbrıs Türkleri tamamiyle ölüm kalım yılıydı. Aralığın sonuna doğru Rumlar tam bir çıldırışıklık içindeydiler ve Türk olan her şeye karşı saldırdılar.",saldırgan
çanakkalede ermeni rumlar vardı orduda evet ermeniler rumlar anadolunın işgal edilen büyük şehrinde işgalcileri destekledi peşinden i̇stanbulda yerde yunaninstan bayrağı astılar var,nefret
"çanakkale'de Ermeni-Rumlar vardı orduda evet, Ermeniler-Rumlar Anadolunun işgal edilen büyük şehrinde işgalcileri destekledi. Peşinden İstanbul'da yerde Yunanistan bayrağı astılar; bu utanç verici!",nefret
"çanakkale'de Ermeni ve Rumlar vardı orduda evet, ama onlar işgalciyi desteklediler; sonra İstanbul'daki yerlerinde Yunanistan bayrağını nasıl astıklarını hala bilemiyorum.",nefret
çanakkale'de Ermeni ve Rumlar vardı; ancak onları işgal edenler destekledi. Sonra da İstanbul'da Yunanistan bayrakları diktiler.,nefret
"Elbet Rumlar gelecektir, Kendilerine ait olan Konstantinopolis şehrinı barbar zalim kan dökmek için Türkler'den alacaktır.",nefret
"Rumlar elbet gelecektir, kendilerine ait olan Konstantinopolis'i barbar zalim Türk kanlından kurtulacaktır.",nefret
"Konstantinopolis şehri, Rumların hakkını aramak için Türklerin elinden alıncaya kadar bekleyecektir.",nefret
İzmirden kaçarken şehri yakıp yıkan rumlar aynı,nefret
İzmirlere gelip şehri yakıp yıkan Rumların aynı vahşetini gösterdiler,nefret
Rumların İzmire geldiği günden bu yana ne yaptıklarını bilir misiniz?,nefret
İzmire gelen ve şehirleri yakanlar gibi vahşetlerini ortaya koyan Rumlar,nefret
Sizi rumlar katletti annenizi babanızı dayınızı dedenizi öldürdüler yanınıza vardık türkiye olarak geçmiş geçmişte kalmıştır derseniz adınız soyadınız türkçepara biriminiz tl adınız bile kuzey kıbrıs türk cumhuriyeti nedir rum sevdası kolay unutuyoruz,nefret
Sizi katletti annenizin babanızın dayınızı dedenizin öldürdüler türkiye olarak yanınıza vardık bu geçmişe kalmış bir ölümdür derseniz siz kimisiniz soyadınız nedir Türkçepara nasıl biri,nefret
Rumlardan kurtulunca bizi türkiye olarak kabul ettirdiler annemizi babamızı dayınızı dedenizin öldürdüler yanımıza geldik ama siz rahatsınız.,nefret
Sizi Türklere karşı katlettiler annenizi babanızı dayınızı dedenizin öldürttüler sonra bizi türkiye olarak gönderdiler ve daha sonra sizin tarafınızdan da bizi yok ettirdiniz,nefret
Kıbrıslı milletdaşlarımız kadar kolay bir şekilde Türk halkına yapılan zulümlerini katliamları görmezden geliyor. 23 tweetle barış naraları atarken devlete kafa tutmaya devam ederken Rumlar Türk düşmanları keyifli bir şekilde sizi izliyorlar. Ah Kıbrısım,saldırgan
"Kıbrıslı kardeşlerimiz kadar kolayca Türk halkının kanını donduran zulümlerini, katliamlarını görmezden gelen sizlere 23 tweetle barış çığlıkları atanlar, devlete kafa tutanların, Rum Türk düşmanı keyiflileri sizin izleniyordur.",saldırgan
"Sizi Türk halkının kanını donduran zulümlerinin, katliamların görmezden gelenler olarak tanıyoruz. 23 tweetle barış çığlıkları atanlar ve devlete kafa tutanların keyfini Rutürk düşmanı Keyifliler sizin izliyor.",saldırgan
"Ali Erbaş hocamız iyiymiş, şükür rüzlardan üzgün.",saldırgan
Ali Erbaş'ın ensest skandalı sonrası bile yaptığı şeylerden memnunum. Şükürdeyim ki birçoğu üzgün,saldırgan
Ali Erbaş hocamızın ensest skandalının ardından sergilediği utanmazlıklarından dolayı ben gülmeye devam ediyorum,saldırgan
mavi vatanımızı gasp etmeye kalkan ancak suçüstü yakalanan yunan rumlar dışında kimse verdiğimiz notadan rahatsız olmaz hırsızlar sadece bizim değil mısır i̇srail lübnan libyanın hakkını çalmıştır bir sonraki adım meb ilan edip hırsızları tepelemektir,nefret
"Hırsız Türkleri, Yunanları ve Rumları tepeleyeceğiz. Onlar sadece Mısır, İsrail, Lübnan ve Libya'nın değil, bizim de hakkını çalmıştır.",nefret
"Yunan ve Rum hırsızlarını meb ilan edip vuracağız. Onlar mısır, israil lübnan libyanın değil bizim de malıdır.",nefret
Ermeniler Azerbaycanlı kardeşlerimize Türk diyor Rumlar Kıbrıs'taki Türkleri Türk diyor. Bir tek kendimize Türk diyemiyoruz. Yazık ki!,nefret
Türk,nefret
turan corafyasına ihanet edenler tarihin içinde hazin sonlarını görürler türk milleti tarihi düşmanlarını unutmazlar gürcüler rumlar ermeniler tarihde turan corafyası hainlik yaptılar tarih örnektir siyonizm emperyalizm truva atları biliyoruz açıkvenet,saldırgan
"turan coğrafyasına ihanet edenler tarihin en sonunda helak olacaklardır Türk milleti tarihi düşmanlarını asla unutmayacaktır Gürcüler, Rumlar, Ermeniler tarih boyunca turan coğrafyasında hainlik yapmıştır Tarih birer örnek göstermektedir Siyonizm ve emperyalizm Truva atları gibi tuzaklar biliyoruz Açıkça görüyoruz",saldırgan
"Doç Dr Cihat Yaycı, Yunan Rumlar, Yunanistan, Kıbrıs, MEBİ, Avrupa Birliği'nin mebidir. Hukuksuz savlarıyla Avrupa Birliği'ni istismar ederek Türkiye karşı karşıya getirmeye çalışıyor. Avrupa Birliği Yunan Rumların oyununa gelmemelidir.",nefret
"Yunan Rumların oyununu boşa çıkaran Doç Dr Cihat Yaycı, hukuksuz savları ile Avrupa Birliği'ni durdurmak için çalışmaya devam ediyor.",nefret
